de-date;tavg;tmin;tmax;wind;globrad;precip;relhumid
;C_deg;C_deg;C_deg;m/s;MJ m-2 d-1;mm;%
25.11.2011;-5.307916667;-8.89;-1.72;3.847916667;2.344785805;0.925640808;76.91666667
26.11.2011;-1.585;-2.22;-0.79;4.052916667;0.930220227;2.345257439;90.29166667
27.11.2011;1.206666667;-1.11;3.02;3.933333333;2.5211675;0.700850505;86.625
28.11.2011;1.44375;0;3.02;5.70125;1.121549469;3.636760637;89.04166667
29.11.2011;1.699583333;0.99;2.22;5.383333333;2.061890875;1.372961837;83.20833333
30.11.2011;0.117083333;-1.11;1.11;3.394761905;2.31089718;0.215903943;73.58333333
01.12.2011;-1.61125;-2.78;-0.81;2.616;0.532869117;2.126208943;80.70833333
02.12.2011;-3.59;-7.22;-1.91;2.052105263;2.170055262;0.172318556;74.75
03.12.2011;-1.934166667;-5;1.11;3.960833333;0.645772426;1.767243521;83.25
04.12.2011;2.21375;0.88;4.19;5.078333333;0.847909811;4.628688097;92.33333333
05.12.2011;5.56;3.89;7.22;5.505;1.678763605;0.812737271;90.08333333
06.12.2011;6.187916667;3.36;7.78;4.497894737;0.621882148;6.445839535;91.66666667
07.12.2011;0.882083333;-2.69;3.89;2.065;2.626722691;0;91.875
08.12.2011;-1.196666667;-3.89;0;1.845;1.819216582;0.218760906;96.79166667
09.12.2011;0.075;-0.75;1.11;1.731176471;1.120820348;0.360815859;97.20833333
10.12.2011;0.061666667;-1.11;1.11;3.716956522;1.91054623;2.85486388;89.83333333
11.12.2011;0.838333333;0;1.42;3.772083333;0.402265426;8.568461286;92.70833333
12.12.2011;0.266666667;-1.11;1.11;4.190416667;1.950536969;0.113591552;86.29166667
13.12.2011;-1.310833333;-3.07;0;3.077083333;2.563503301;0;87.83333333
14.12.2011;-1.500833333;-2.78;0;4.301666667;1.704921629;0.565746101;92.5
15.12.2011;1.045833333;0;1.63;4.3625;0.894122066;1.656996552;93.625
16.12.2011;0.69875;0;1.32;5.967083333;0.663024809;0.582251712;96.45833333
17.12.2011;0.709166667;-2.22;2.78;7.83875;1.299887871;0.371759874;89.79166667
18.12.2011;0.073333333;-2.22;2.78;7.249166667;0.199222291;7.837199839;94.25
19.12.2011;0.505;-2.78;3.11;2.6085;3.077702875;0;90
20.12.2011;-1.196666667;-2.22;0;5.046666667;0.306054854;4.345335867;97.04166667
21.12.2011;0.279583333;-2.22;2.44;4.315;0.500426563;7.95655651;97.54166667
22.12.2011;1.06;-1.53;3.89;5.066666667;0.209728574;1.688843826;92.66666667
23.12.2011;-2.34;-5;-1.11;3.98625;1.259579754;0.489860424;85.20833333
24.12.2011;-4.888333333;-6.11;-3.89;2.210952381;2.117644961;0.2076237;82.04166667
25.12.2011;-8.3975;-12.22;-3.89;1.341111111;3.003879578;0;88.29166667
26.12.2011;-3.652916667;-7.78;1.11;5.150833333;1.312843734;0.85557843;90.91666667
27.12.2011;3.27375;1.56;6.11;7.22;1.858020391;1.217427664;86.20833333
28.12.2011;2.65875;-0.69;7.22;7.685;3.019456563;0.33370954;72.41666667
29.12.2011;-1.63625;-3.92;2.22;3.885416667;3.198384875;0.057525933;82.41666667
30.12.2011;-0.69125;-1.78;0.01;3.195416667;0.355928021;2.957183358;93.16666667
31.12.2011;-0.522083333;-1.71;0.57;1.771666667;0.712880113;1.910427585;95.58333333
01.01.2012;0.005833333;-0.83;0.49;1.254166667;1.099376809;0.837717744;93.625
02.01.2012;-1.415;-2.26;-0.86;4.229166667;1.470781664;0.32546022;86.79166667
03.01.2012;-2.19;-2.68;-1.8;2.420416667;1.789311836;6.188992411;87.70833333
04.01.2012;0.560833333;-1.77;1.67;3.3325;1.834852949;0.377980235;88.25
05.01.2012;1.344166667;0.91;2.13;3.1175;0.34457341;3.461119486;94.58333333
06.01.2012;2.7825;1.89;3.24;4.1775;0.52458473;2.557944943;93.41666667
07.01.2012;2.17625;1.39;3.33;3.78;0.582657094;4.473889712;92.5
08.01.2012;1.107083333;0.74;1.67;3.260833333;0.108567982;8.776593953;94.04166667
09.01.2012;0.176666667;-2.27;0.82;2.896666667;0.360705832;4.825281678;95.20833333
10.01.2012;-2.455;-3.29;-0.56;1.229565217;0.344863863;1.591668697;93.20833333
11.01.2012;-1.815;-3.33;-0.91;1.3075;1.027504637;0.882916007;93.25
12.01.2012;-2.27375;-3.04;-1.08;2.414166667;0.647668883;1.038882619;90.125
13.01.2012;0.20375;-1.12;1.67;4.722916667;0.404228828;4.107723245;81.125
14.01.2012;-1.686666667;-3.36;0.76;1.465833333;1.664072438;0.419239324;93
15.01.2012;-3.544583333;-5.17;-2.04;1.5675;2.517983813;0.668960289;88.5
16.01.2012;-3.862083333;-4.84;-2.67;1.691666667;2.675160125;1.122613903;87.5
17.01.2012;-5.205416667;-7.23;-4;1.771666667;1.6148235;0.716086244;86.33333333
18.01.2012;-7.511666667;-8.98;-5.93;1.379583333;2.379414875;1.120762143;89.33333333
19.01.2012;-8.353333333;-9.94;-6.48;1.617391304;3.717641;0.203713673;87.20833333
20.01.2012;-11.94166667;-16.09;-9.92;2.468333333;3.347948438;0.318220729;91.04166667
21.01.2012;-9.572916667;-11.65;-7.49;3.709583333;2.395278063;0.94701226;86.33333333
22.01.2012;-12.89375;-15.2;-8.6;4.568333333;3.704432125;0.144820078;81
23.01.2012;-12.82875;-15.08;-10.71;5.212916667;1.211579789;1.749196308;70.875
24.01.2012;-15.725;-17.69;-13.23;3.554166667;4.0066705;0.237204134;69.875
25.01.2012;-16.0625;-20.67;-9.97;2.284583333;5.610095875;0;71.125
26.01.2012;-15.51666667;-18.68;-11.67;2.599583333;4.846618438;0;76.20833333
27.01.2012;-15.28916667;-18.21;-11.09;3.42875;5.965184813;0;69.20833333
28.01.2012;-13.49083333;-16.7;-9.95;4.349583333;5.849768438;0;61.125
29.01.2012;-11.58958333;-12.24;-10.77;4.920833333;3.353103313;0.215753913;74.625
30.01.2012;-14.50708333;-17.21;-12.02;3.4625;5.992445375;0.106811422;74.75
31.01.2012;-19.49041667;-21.86;-17.02;3.47875;5.408471625;0.086761385;79.08333333
01.02.2012;-22.56375;-25.62;-20.01;3.520833333;6.294164813;0.683481529;78.41666667
02.02.2012;-18.82791667;-21.7;-15.97;1.575833333;5.40622075;0.377877324;79.08333333
03.02.2012;-21.7325;-25.67;-17.22;1.474583333;5.246533688;0.074526295;80.54166667
04.02.2012;-19.45791667;-22.17;-16.01;2.847916667;3.836468688;0;73.95833333
05.02.2012;-15.54958333;-18.38;-11.66;2.919166667;6.625727938;0;57.08333333
06.02.2012;-17.22083333;-19.42;-13.73;2.630416667;6.241261813;0;69.95833333
07.02.2012;-19.74833333;-23.66;-15.01;2.53625;7.626303688;0;71.58333333
08.02.2012;-18.2775;-21.01;-14.44;3.47875;7.02715325;0;69.91666667
09.02.2012;-17.69875;-19.83;-15.19;3.237916667;5.155215563;0.30182708;73.75
10.02.2012;-17.41791667;-21.73;-15.18;3.33625;5.4457675;0.44185594;78.29166667
11.02.2012;-23.47416667;-27.34;-19.84;1.427916667;7.762975063;0.289663672;77.79166667
12.02.2012;-18.985;-21.56;-15.73;3.6025;5.447134563;0.668719411;74.375
13.02.2012;-17.39333333;-21.07;-12.96;1.820416667;7.3550645;0;79.75
14.02.2012;-13.51625;-19.94;-4.09;2.803333333;3.092864125;3.658838104;87.16666667
15.02.2012;-5.722916667;-10.7;-3.43;3.374166667;4.911773563;0.875391648;85.08333333
16.02.2012;-9.2375;-10.91;-8.3;2.831666667;1.317074188;4.748200343;87.25
17.02.2012;-10.915;-12.2;-9.78;2.395416667;3.641602313;1.658828362;81.83333333
18.02.2012;-12.4925;-14.94;-10.6;2.102916667;6.424333375;0.431269407;77.70833333
19.02.2012;-14.19625;-18.27;-11.42;1.980416667;6.869028313;0;72.83333333
20.02.2012;-16.2825;-21.76;-10.55;1.633333333;9.424369188;0.127844512;76.13043478
21.02.2012;-8.37875;-12.57;-4.97;1.704166667;4.019171313;0.81536264;83.875
22.02.2012;-4.77125;-6.79;-2.41;2.793333333;3.271455313;1.841610763;92.16666667
23.02.2012;-2.52;-5.11;-0.02;3.13875;3.809392125;3.987245014;86.5
24.02.2012;-0.504583333;-1.48;0.64;3.94;1.464328563;3.68780503;94.54166667
25.02.2012;0.43625;-0.08;0.94;1.852916667;2.234568813;1.129929908;92.91666667
26.02.2012;0.464166667;-0.09;1.69;1.087083333;3.963820375;2.3412921;92.875
27.02.2012;-0.0075;-1.26;1.14;1.28375;5.299777;0.881333122;90.45833333
28.02.2012;-1.464583333;-2.8;0.05;2.47125;7.1511515;1.802215134;90.75
29.02.2012;-2.574583333;-3.57;-1.51;3.921666667;5.004080438;1.059532282;90.04166667
01.03.2012;-4.080416667;-7.02;-2.39;3.715416667;9.278737;0.230112564;76.625
02.03.2012;-6.222083333;-9.73;-3.98;1.87125;12.115849;0;79.5
03.03.2012;-9.05;-12.37;-5.25;2.515833333;11.011457;0.09964779;80.70833333
04.03.2012;-5.452916667;-8.58;-2.4;3.699583333;6.310402313;0.637621575;82.16666667
05.03.2012;-4.042916667;-5.23;-2.52;3.197083333;6.489262;1.394219697;83.29166667
06.03.2012;-6.156666667;-7.31;-4.47;3.09625;6.33751625;1.190038704;84.29166667
07.03.2012;-8.40875;-12.16;-6.64;3.007916667;9.139561;0.403751546;77.04166667
08.03.2012;-11.97708333;-15.35;-7.76;1.93875;12.050602;0.292940633;76.45833333
09.03.2012;-12.14625;-15.06;-8.69;2.54;10.697649;0.335411925;80.56521739
10.03.2012;-7.74;-10.22;-4.33;3.615416667;11.585209;0.215344131;74.625
11.03.2012;-7.43;-13.34;-3.22;2.58625;6.416108313;3.343983582;79
12.03.2012;-2.466666667;-4.46;0.41;3.83625;9.210424563;0.793782383;83
13.03.2012;1.238333333;-0.79;2.94;5.8475;12.875414;2.788217971;77.70833333
14.03.2012;0.079166667;-2.78;2.78;6.7725;12.959823;1.866373001;82.70833333
15.03.2012;-4.4025;-7.22;-2.22;5.124166667;12.391576;0.90288464;76.70833333
16.03.2012;-7.7725;-11.11;-5;4.025416667;13.815491;0.209477061;77
17.03.2012;-4.922083333;-13.89;2.22;3.708695652;11.265535;0;80.08333333
18.03.2012;3.577083333;-0.57;7.78;4.204583333;15.72084;0;77.58333333
19.03.2012;4.108333333;-1.11;8.08;2.55;15.377429;0.551539444;81.83333333
20.03.2012;3.355833333;2.09;3.89;6.205416667;14.605431;0.231931495;69
21.03.2012;2.1725;1.11;3.53;6.35125;9.207378;0.793219544;67.75
22.03.2012;0.767916667;-1.11;2.61;5.089166667;15.481584;0.464767218;70.45833333
23.03.2012;2.072916667;-1.11;6.29;5.050833333;2.619555;4.793577828;87.91666667
24.03.2012;-2.377083333;-6.11;0;5.60125;15.848046;0.11518781;68.25
25.03.2012;-1.9925;-7.78;2.22;3.431363636;6.685743563;7.311760681;85.83333333
26.03.2012;-0.830416667;-2.78;1.57;5.635833333;3.428304938;6.382511463;94.95833333
27.03.2012;-3.060833333;-7.22;0.94;5.741666667;16.926088;0.352625037;65.75
28.03.2012;-2.001666667;-6.11;0.59;3.171428571;14.816509;0.182792544;70.79166667
29.03.2012;-0.982083333;-8.89;2.78;4.549545455;10.04467594;4.120108904;84.66666667
30.03.2012;4.269166667;1.91;7.78;4.425217391;13.534565;0.571144745;79.66666667
31.03.2012;1.7575;0;5;3.481428571;7.227804;7.587136934;91.20833333
01.04.2012;1.889583333;-1.11;5;5.113333333;10.318305;4.657294601;87.16666667
02.04.2012;0.895833333;-1.7;2.78;3.759166667;18.107508;1.008421808;78.91666667
03.04.2012;2.224166667;0;5;5.569166667;16.788249;0.09443704;69.25
04.04.2012;2.01625;0;4.53;2.730833333;14.518433;0;87.20833333
05.04.2012;7.619166667;0;17.22;3.959090909;16.05768;0.484615564;73.625
06.04.2012;3.0625;0.99;7.22;3.169583333;18.057342;0;78.58333333
07.04.2012;6.550833333;0;12.22;3.554583333;10.587855;2.343770349;86.70833333
08.04.2012;10.49;7.78;12.22;2.880869565;9.74378;2.589384996;91.54166667
09.04.2012;10.5325;6.69;17.78;3.3395;11.65331;5.847748136;89.04166667
10.04.2012;9.087916667;3.89;15;2.191111111;12.426111;2.684327541;91.95833333
11.04.2012;8.35125;5;12.78;1.984117647;13.475019;0.403046608;79.83333333
12.04.2012;7.737916667;4.06;11.11;2.577619048;4.552968188;10.49030643;90.41666667
13.04.2012;7.273333333;4.99;13.42;4.783913043;9.731086;1.996874809;88.41666667
14.04.2012;11.1525;3.89;18.89;2.992380952;16.717134;0.743694603;68.95833333
15.04.2012;15.7875;7.22;22.78;4.882608696;13.180627;0;55.29166667
16.04.2012;16.59166667;11.11;22.78;3.470909091;14.55174;2.569032382;55.83333333
17.04.2012;15.575;7.78;22.78;1.944285714;18.322254;0;62.08333333
18.04.2012;14.04375;8.89;17.78;2.6375;13.909672;0.668741632;69.125
19.04.2012;14.4025;7.78;21.11;4.2;16.378168;0.30176001;69.33333333
20.04.2012;15.76791667;11.8;20;3.911304348;15.573105;0.928580761;70.5
21.04.2012;14.2375;7.22;20.7;1.866;16.576859;1.136779785;70.29166667
22.04.2012;14.60833333;8.89;21.11;2.448666667;17.058752;2.520079026;71.04166667
23.04.2012;13.15833333;9.98;18.89;2.021428571;16.485273;3.779303748;74.75
24.04.2012;14.33083333;7.22;22.22;2.992352941;17.627419;1.852199901;69.33333333
25.04.2012;16.68083333;8.89;22.78;2.874210526;20.855579;0;49.29166667
26.04.2012;18.26583333;11.11;25;2.876956522;20.128674;0;48.5
27.04.2012;17.5825;11.11;23.89;2.551052632;22.470783;0;55.70833333
28.04.2012;16.45958333;6.11;25;2.393333333;23.322742;0;54.41666667
29.04.2012;19.98333333;8.89;28.21;2.413043478;23.355923;0;49.58333333
30.04.2012;15.40333333;6.11;21.11;4.084782609;21.412058;0;55.54166667
01.05.2012;13.13791667;2.22;21.74;3.88;22.953713;0;55.45833333
02.05.2012;11.06583333;5;16.84;4.306666667;24.874548;0;40.375
03.05.2012;13.07333333;2.22;22.22;3.333888889;24.786248;0;45.25
04.05.2012;16.75791667;5;25;1.684444444;22.67001;0;45.04166667
05.05.2012;18.57458333;11.11;26.11;3.529583333;19.558329;1.64051028;47.54166667
06.05.2012;19.63958333;12.78;27.22;2.547142857;20.065222;1.234056894;56.25
07.05.2012;19.67583333;12.22;27.78;2.615652174;18.629627;1.622674987;56.33333333
08.05.2012;19.1125;12.22;25;2.81;19.699277;0.216066837;62.33333333
09.05.2012;19.20458333;12.78;25;2.104;19.330783;2.700538142;67.20833333
10.05.2012;21.04583333;13.89;27.78;2.374736842;20.551471;2.321913009;59.95833333
11.05.2012;21.00583333;13.89;27.78;2.579545455;21.912977;0.938040437;64.75
12.05.2012;22.14666667;12.78;30;2.434210526;24.526156;0.212445855;56.75
13.05.2012;20.83541667;12.78;30;3.197333333;21.546148;0;57.875
14.05.2012;17.88208333;11.92;25;4.123333333;23.423251;0;62.5
15.05.2012;21.00958333;12.78;28.89;3.922916667;24.662709;0.267595053;54.25
16.05.2012;21.485;17.19;26.11;4.79625;24.869181;0.075221062;45.375
17.05.2012;19.8125;16.08;25;4.970416667;17.858938;0.499697897;48.75
18.05.2012;19.90375;13.89;25;3.570434783;18.500355;0.47647953;44.16666667
19.05.2012;20.26541667;11.11;27.78;3.382777778;25.417376;0;39.58333333
20.05.2012;20.83958333;11.11;27.22;3.298695652;27.133041;0;34.70833333
21.05.2012;20.26083333;12.22;26.11;3.421428571;26.720151;0;40.95833333
22.05.2012;20.71791667;12.78;27.22;2.824;22.277304;0;48.29166667
23.05.2012;20.885;15.4;26.11;3.564347826;20.046841;0;50.04166667
24.05.2012;14.36875;12.22;18.89;6.590416667;26.376123;0;65.70833333
25.05.2012;12.80458333;8.53;17.22;5.353333333;17.329196;0;50.16666667
26.05.2012;10.68333333;7.78;15.89;4.01173913;17.021693;0;78.625
27.05.2012;14.32583333;3.89;22.22;3.471;27.81948;0;53.04166667
28.05.2012;16.185;7.22;22.78;2.965294118;24.117857;0;45.29166667
29.05.2012;17.94125;7.22;25;1.81;20.590767;0;46.58333333
30.05.2012;16.24375;13.89;18.89;2.2525;15.574966;3.769665957;78.95833333
31.05.2012;15.12625;8.89;21.11;3.387619048;23.634558;0;73.20833333
01.06.2012;12.51083333;6.11;17.78;2.358947368;19.282767;0;62.54166667
02.06.2012;14.1825;6.11;22.22;3.426842105;13.747659;5.194544327;70.5
03.06.2012;13.39333333;7.78;17.22;3.805416667;23.109904;0.889509887;61.54166667
04.06.2012;11.73875;7.78;15;2.309545455;12.09242363;4.447347877;74.125
05.06.2012;16.52;11.11;23.89;2.165909091;19.62842;2.373766081;85
06.06.2012;22.27791667;12.78;30;3.001;22.230942;1.738933846;66.45833333
07.06.2012;21.46333333;15;27.78;1.6975;22.282055;2.619334729;66.875
08.06.2012;17.05208333;14.47;21.11;4.326666667;17.065253;0.2502352;66
09.06.2012;18.57291667;13.56;24.04;5.342727273;27.876045;0;52.70833333
10.06.2012;21.49291667;13.89;30;3.600952381;18.877599;4.378914833;68.20833333
11.06.2012;22.86416667;16.11;29.27;1.766842105;23.793526;1.772522926;73.125
12.06.2012;25.77208333;18.83;31.22;3.296818182;24.31669;0.488057733;57.83333333
13.06.2012;25.07958333;16.11;31.11;2.525;22.886222;0.484257936;58.125
14.06.2012;25.83958333;18.89;31.11;2.214545455;26.105772;1.924753189;54.08333333
15.06.2012;22.83041667;17.78;27.78;2.453043478;20.325475;7.923659403;73.29166667
16.06.2012;19.75333333;17.22;22.78;3.553809524;21.571147;1.853243157;82.75
17.06.2012;19.79208333;16.78;23.89;5.175;20.482989;0.122532248;73.79166667
18.06.2012;21.57291667;13.89;27.22;4.563333333;25.816425;2.570900848;58.54166667
19.06.2012;19.5525;12.22;25;3.090434783;27.334597;0;56.95833333
20.06.2012;21.85291667;13.89;28.89;2.922777778;20.197047;3.830263391;64.79166667
21.06.2012;20.63916667;15;25;3.31625;27.861251;0;56.625
22.06.2012;20.19291667;12.78;25;2.9225;26.50511;0;51.45833333
23.06.2012;21.20541667;12.78;26.11;1.666315789;24.177729;0.205218646;50.70833333
24.06.2012;20.95666667;16.11;25;3.77;22.902073;0.244562121;62
25.06.2012;19.29666667;12.22;25.29;2.165263158;28.416067;0;60.20833333
26.06.2012;21.00166667;11.11;30;2.753684211;22.292933;5.978632485;64.375
27.06.2012;18.20166667;13.89;22.22;3.822727273;22.806353;0.093251467;71.45833333
28.06.2012;16.97541667;10;22.78;2.826666667;21.881817;0.473759588;64.04166667
29.06.2012;17.24083333;12.19;22.78;3.664166667;20.552074;0.173479319;63
30.06.2012;17.57;12.22;22.78;2.865454545;23.680638;0.854475889;60.125
01.07.2012;18.36333333;11.11;23.89;2.931428571;23.84206;0;59.875
02.07.2012;20.13791667;11.11;27.22;2.615625;25.541055;0.257670879;59.25
03.07.2012;22.19833333;17.22;27.22;3.08826087;26.51744;0.298678875;64.66666667
04.07.2012;21.03125;17.78;25;3.119545455;19.669601;5.282565719;72.33333333
05.07.2012;24.1525;16.11;30;2.922352941;23.626465;0;60.16666667
06.07.2012;26.6425;20;32.22;3.22173913;25.251653;0.428631902;53.20833333
07.07.2012;24.18416667;17.78;30;2.54047619;23.705499;1.524209976;60.16666667
08.07.2012;22.47666667;17.22;27.22;3.17;27.069424;0;61.54166667
09.07.2012;21.98125;12.22;28.21;2.061111111;28.149907;0;50.83333333
10.07.2012;23.54541667;13.89;31.11;2.267647059;27.761071;0;45.79166667
11.07.2012;24.26583333;15;32.22;2.349375;24.528794;0;48.625
12.07.2012;24.0525;16.11;30.13;3;20.81724;1.727559458;57.58333333
13.07.2012;24.42125;19.81;30;2.898333333;21.29471;3.254286712;60.91666667
14.07.2012;21.915;15.91;27.78;3.258571429;27.434317;0;56.29166667
15.07.2012;23.43541667;12.78;32.22;2.538823529;21.239717;1.123934984;52.45833333
16.07.2012;22.75666667;17.22;30;1.864736842;18.605932;13.45724147;71.16666667
17.07.2012;17.22458333;15;18.89;2.524347826;11.332245;16.01532986;91.20833333
18.07.2012;17.26291667;12.78;22.78;3.472083333;20.345937;2.243798925;68.04166667
19.07.2012;17.24708333;12.73;22.78;3.65;19.378285;1.760405721;67.70833333
20.07.2012;20.74583333;15.96;26.11;3.8475;19.700438;3.148309654;65.875
21.07.2012;20.04875;15;25;3.8245;25.037951;0.276833773;56.54166667
22.07.2012;19.21833333;15;25.3;1.475714286;19.888177;1.695036888;75.95833333
23.07.2012;19.96625;16.11;25;2.435882353;21.608723;1.947831362;80.875
24.07.2012;20.08333333;12.78;26.11;2.716842105;26.10577;0;61.33333333
25.07.2012;21.53166667;12.78;27.79;1.629411765;25.389478;0;59.91666667
26.07.2012;23.33708333;16.11;29.18;1.710833333;24.928548;0;61.25
27.07.2012;24.33375;16.11;31.11;2.028666667;23.428881;0;60.95833333
28.07.2012;23.9575;17.22;30;2.591764706;21.046926;4.090311937;63
29.07.2012;22.29458333;17.76;27.22;3.48125;25.564734;0;49.70833333
30.07.2012;21.34041667;13.89;27.65;2.328;25.456793;0;51.125
31.07.2012;21.46958333;12.22;29.21;2.200833333;25.412611;0;53.54166667
01.08.2012;23.53625;13.89;32.22;1.035;23.71387;0;55.375
02.08.2012;25.64166667;17.22;32.78;1.641764706;17.457036;0.568878299;54.29166667
03.08.2012;25.20291667;20;32.78;3.296470588;18.106738;2.074470045;58.5
04.08.2012;24.165;18.78;32.22;2.129047619;18.75272;0.505921373;65.70833333
05.08.2012;27.24416667;20.91;35;1.992941176;20.548236;0.379517674;48.5
06.08.2012;26.86125;20;32.78;2.7345;21.248417;0;52.45833333
07.08.2012;27.985;20.29;35;2.180526316;22.307569;0;49
08.08.2012;27.08916667;21.11;36.11;2.485238095;18.950191;1.047641039;52.45833333
09.08.2012;20.9025;17.22;25.48;2.648421053;20.193627;0;75.54166667
10.08.2012;20.78583333;15;27.22;2.556111111;20.143803;0;62.95833333
11.08.2012;20.07708333;14.79;26.11;1.780555556;19.712421;3.146219999;69.25
12.08.2012;20.44875;14.48;27.78;2.225;18.396373;0;70.875
13.08.2012;21.46208333;17.22;27.22;3.783333333;15.553237;2.067069057;70.16666667
14.08.2012;20.43125;15;25;2.256470588;21.615145;0;69.41666667
15.08.2012;20.12666667;12.56;27.22;2.863125;16.832656;0.375717878;63.45833333
16.08.2012;19.3625;14.47;25;2.02;18.41115;0.737889786;70.41666667
17.08.2012;17.12375;12.78;22.22;1.286923077;14.958999;6.830116967;80
18.08.2012;17.4225;13.68;22.22;3.207;18.084668;2.995672054;79.29166667
19.08.2012;17.035;12.78;21.11;2.735333333;12.574487;7.618267555;83.25
20.08.2012;18.095;12.78;23.89;3.681428571;15.142885;4.514485598;79.41666667
21.08.2012;12.14041667;8.89;17.78;5.04625;10.19868825;0.823036768;85.20833333
22.08.2012;13.61666667;8.32;18.89;6.811666667;21.537702;0;59.20833333
23.08.2012;16.49708333;7.22;26.11;3.24875;13.754024;4.293107893;67.04166667
24.08.2012;18.14541667;12.78;23.89;4.548636364;19.44733;0;57.29166667
25.08.2012;15.26916667;10;20.44;2.375;4.353034;15.59150568;84
26.08.2012;18.81791667;13.89;22.78;4.259565217;18.075515;0;79.5
27.08.2012;14.79041667;11.11;19.35;3.5075;18.59471;1.579105854;85.375
28.08.2012;18.38875;13.89;25;2.946086957;11.13000856;9.384027915;78.20833333
29.08.2012;17.86083333;16.46;21.11;3.836666667;6.04246725;24.1138041;91.58333333
30.08.2012;14.70416667;12.78;17.22;4.487272727;3.544428938;7.568501285;91.375
31.08.2012;13.55666667;8.89;17.22;3.082;17.100065;0;68.66666667
01.09.2012;12.83666667;8.89;17.22;3.5175;18.373386;0;65.08333333
02.09.2012;11.055;3.89;16.3;1.800555556;16.512182;0;72.875
03.09.2012;15.36708333;11.11;21.11;2.308125;14.63503;0.359505415;77.54166667
04.09.2012;15.77291667;8.89;22.22;2.341333333;16.123126;3.526921151;74.45833333
05.09.2012;15.23041667;10;20;4.03952381;17.123616;0.777352325;75.45833333
06.09.2012;16.36416667;10;22.78;2.56;16.066033;2.519151429;68.5
07.09.2012;14.20416667;10;16.11;3.17047619;9.079799;4.762005294;81.125
08.09.2012;11.965;6.99;17.22;3.777142857;12.242911;0.174827452;75.125
09.09.2012;11.105;7.22;15;4.939583333;8.706859;2.911509713;77.41666667
10.09.2012;10.62916667;7.22;15;6.08173913;13.505122;0.142641366;68.875
11.09.2012;11.46291667;3.89;17.86;2.941666667;15.283831;0;69.91666667
12.09.2012;15.73958333;8.89;23.03;3.062727273;16.252541;0;59.66666667
13.09.2012;16.265;7.78;24.09;2.008571429;16.509446;0;63.54166667
14.09.2012;16.3225;7.68;25.34;2.694;16.214741;0;65.5
15.09.2012;17.31166667;12.22;25.17;2.556;11.644002;0;68.58333333
16.09.2012;15.06;8.89;17.22;3.5625;5.885222;6.487835897;76
17.09.2012;12.69166667;7.22;18.89;2.28047619;14.777664;0;76.20833333
18.09.2012;12.56375;6.11;20;1.242;12.409987;0;77.66666667
19.09.2012;13.30916667;6.11;21.11;2.152;14.498172;0;73.41666667
20.09.2012;13.85625;6.22;21.37;2.950869565;14.960775;0;64.70833333
21.09.2012;14.49416667;7.22;21.92;2.562631579;14.731937;0;65.33333333
22.09.2012;16.69875;10;24.31;3.139565217;12.494435;0.322014093;57.83333333
23.09.2012;15.21833333;11.11;20;2.930434783;7.331992875;2.607795177;67.04166667
24.09.2012;10.4675;5.18;15;4.067916667;11.24249;0;66.625
25.09.2012;10.35791667;5;16.11;4.046666667;13.042002;0;67.29166667
26.09.2012;10.82583333;2.78;18.89;1.353333333;10.372626;0;74.66666667
27.09.2012;14.37291667;7.78;22.13;1.766666667;12.88396;0;70.375
28.09.2012;17.07083333;9.94;25.2;3.647083333;12.952158;0;65.20833333
29.09.2012;14.57041667;7.78;17.78;3.79173913;11.756562;0;74.16666667
30.09.2012;11.6475;5;17.22;3.144117647;8.622321938;1.600946533;79.41666667
01.10.2012;11.04958333;5;15;4.899130435;11.112766;0;75.29166667
02.10.2012;9.06875;2.22;16.11;1.555;11.314725;0;77.91666667
03.10.2012;13.42125;9.87;19.79;1.9525;11.030611;0;67.20833333
04.10.2012;13.36375;7.22;20.45;2.05625;8.041482813;0;61.41666667
05.10.2012;12.8275;8.89;18.89;3.5975;5.610374188;4.577804822;65.58333333
06.10.2012;12.7125;9.28;16.11;4.124583333;9.473607;0;73.625
07.10.2012;14.79375;8.89;21.11;3.551904762;10.11775031;0.081185251;71.04166667
08.10.2012;14.88125;10;22.22;3.283913043;9.230879938;1.068592072;74.25
09.10.2012;9.331666667;6.86;12.78;3.402857143;0.957746117;13.23881978;91.5
10.10.2012;8.71875;5.92;12.78;4.15;7.003315375;0.437319279;76.79166667
11.10.2012;7.395;1.11;12.78;1.976428571;8.242907;0;79.29166667
12.10.2012;7.88625;6.11;10;3.178571429;0.444454113;13.59258383;92.625
13.10.2012;6.049583333;2.78;8.52;5.299583333;6.294111438;1.190566749;83.54166667
14.10.2012;5.474583333;-1.11;11.11;2.2075;8.567710938;6.200401345;78.125
15.10.2012;7.489166667;6.76;8.89;4.024166667;1.560828813;6.043043075;91.79166667
16.10.2012;12.06208333;8.17;16.11;2.767083333;3.422828438;0.830364268;93.25
17.10.2012;15.8225;13.3;20;4.09;5.716596438;0.93869213;86.33333333
18.10.2012;12.84125;12.22;13.89;3.643043478;4.39948625;0.807472286;90
19.10.2012;13.31416667;7.78;17.78;1.917;7.211287563;0.100810081;86.875
20.10.2012;11.01708333;7.22;17.78;1.497692308;7.076478188;0.058269128;87.33333333
21.10.2012;11.35208333;5;17.78;2.365;5.696355313;0.141795725;79.95833333
22.10.2012;9.365;7.22;11.61;2.913333333;6.904954875;0.148030929;83.70833333
